                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     46,                 1.1329,                0.89386,                  1.419,                0.74392,                0.75723,                0.77451,                0.48206,                 1.3371,                 1.0481,                 1.6918,               0.000548,               0.000548,               0.000548
                     47,                 1.1169,                0.87889,                  1.397,                0.77552,                0.75886,                0.77234,                0.46377,                 1.2982,                0.99105,                 1.6368,               0.000515,               0.000515,               0.000515
                     48,                  1.118,                0.85719,                 1.3991,                0.74931,                 0.7052,                0.74508,                0.46709,                 1.3324,                 1.2336,                 1.7248,               0.000482,               0.000482,               0.000482
                     49,                 1.1359,                0.86693,                  1.415,                0.75518,                0.74887,                0.77249,                0.47961,                 1.3613,                 1.0061,                 1.6758,               0.000449,               0.000449,               0.000449
                     50,                 1.1281,                0.86677,                 1.4019,                0.72436,                0.73988,                0.75952,                 0.4676,                 1.3821,                 1.1331,                 1.7287,               0.000416,               0.000416,               0.000416
                     51,                 1.0511,                0.72765,                 1.4762,                0.72621,                0.75723,                0.75566,                0.46051,                 1.2851,                 1.1014,                 1.6954,               0.000383,               0.000383,               0.000383
                     52,                 1.0507,                0.69525,                 1.4807,                0.74494,                0.81037,                 0.7928,                0.47831,                 1.4085,                 1.0357,                 1.7142,                0.00035,                0.00035,                0.00035
                     53,                 1.0525,                0.72269,                 1.4841,                0.73504,                0.76973,                0.76316,                0.47179,                 1.3076,                 1.0429,                 1.6771,               0.000317,               0.000317,               0.000317
                     54,                 1.0088,                0.67351,                 1.4225,                0.78062,                0.80347,                 0.7759,                0.47526,                 1.3082,                 1.0411,                 1.6785,               0.000284,               0.000284,               0.000284
                     55,                0.99719,                0.63529,                 1.4456,                0.76767,                0.74491,                0.75723,                0.46267,                  1.335,                  1.077,                 1.6919,               0.000251,               0.000251,               0.000251
                     56,                0.99439,                0.64003,                 1.4338,                0.72634,                0.75145,                0.76935,                0.48818,                 1.3102,                 1.0305,                 1.6826,               0.000218,               0.000218,               0.000218
                     57,                0.98342,                0.62446,                 1.4152,                0.78673,                 0.6763,                0.77187,                0.46994,                 1.3645,                  1.094,                 1.7196,               0.000185,               0.000185,               0.000185
                     58,                0.98075,                0.66089,                 1.3953,                0.79601,                0.74566,                0.77952,                 0.4898,                 1.2719,                 1.0335,                  1.639,               0.000152,               0.000152,               0.000152
                     59,                0.98308,                0.61308,                 1.4234,                0.75209,                0.74566,                0.76582,                0.47027,                 1.3075,                  1.094,                 1.6803,               0.000119,               0.000119,               0.000119
                     60,                0.95492,                 0.6099,                 1.3796,                0.77216,                0.75723,                0.77517,                0.48056,                 1.2923,                 1.0297,                 1.6693,                8.6e-05,                8.6e-05,                8.6e-05
