                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     20,                 1.3634,                 1.1871,                 1.5964,                0.58476,                0.64309,                0.63853,                0.31971,                 1.7463,                 1.6205,                 2.0728,              0.0018812,              0.0018812,              0.0018812
                     21,                 1.3374,                 1.1773,                 1.5543,                0.63607,                0.66474,                0.65125,                0.36993,                 1.4429,                 1.4228,                 1.8687,              0.0018746,              0.0018746,              0.0018746
                     22,                 1.3637,                 1.1588,                 1.5831,                0.72253,                0.69364,                0.73702,                0.43996,                 1.3537,                 1.4115,                 1.7699,               0.001868,               0.001868,               0.001868
                     23,                 1.3623,                 1.1438,                 1.5677,                0.64577,                0.70602,                0.67961,                0.38409,                 1.5093,                 1.4711,                  1.907,              0.0018614,              0.0018614,              0.0018614
                     24,                 1.3448,                 1.1509,                  1.585,                0.65231,                 0.7341,                0.72734,                0.42173,                 1.4748,                  1.219,                   1.79,              0.0018548,              0.0018548,              0.0018548
                     25,                 1.3167,                 1.1073,                 1.5703,                 0.7358,                0.74566,                 0.7687,                0.42245,                 1.3508,                 1.1876,                 1.7154,              0.0018482,              0.0018482,              0.0018482
                     26,                 1.3591,                 1.1909,                 1.5795,                0.70607,                0.71676,                0.71674,                0.39957,                 1.4355,                 1.1383,                 1.7966,              0.0018416,              0.0018416,              0.0018416
                     27,                  1.317,                 1.1632,                 1.5644,                0.73191,                0.74171,                0.73652,                0.42798,                 1.4143,                 1.4498,                 1.8487,               0.001835,               0.001835,               0.001835
                     28,                 1.3416,                 1.1402,                 1.5567,                0.74191,                0.68786,                0.71354,                0.43723,                 1.3918,                  1.421,                 1.8527,              0.0018284,              0.0018284,              0.0018284
                     29,                 1.3371,                   1.15,                 1.5779,                0.71535,                0.67052,                0.73344,                0.43876,                 1.4284,                 1.2173,                 1.8016,              0.0018218,              0.0018218,              0.0018218
                     30,                 1.2768,                 1.0846,                 1.5081,                0.70917,                0.76301,                0.75191,                0.45049,                 1.6205,                 1.2177,                 1.8643,              0.0018152,              0.0018152,              0.0018152
                     31,                 1.3197,                 1.1042,                 1.5531,                0.75407,                0.67351,                0.75131,                0.42714,                 1.5613,                 1.3793,                 1.9223,              0.0018086,              0.0018086,              0.0018086
                     32,                 1.2907,                 1.1063,                 1.5586,                0.76978,                0.75145,                0.78221,                0.44383,                 1.4438,                  1.169,                 1.7504,               0.001802,               0.001802,               0.001802
                     33,                 1.2582,                 1.0645,                 1.4896,                0.72448,                0.68399,                0.73016,                 0.4419,                 1.4263,                  1.453,                 1.8187,              0.0017954,              0.0017954,              0.0017954
                     34,                 1.2565,                  1.058,                 1.5112,                0.76373,                0.75145,                0.76855,                0.44182,                 1.4291,                 1.2111,                 1.8295,              0.0017888,              0.0017888,              0.0017888
                     35,                 1.2938,                 1.0817,                 1.5475,                0.70225,                  0.818,                0.75769,                0.44438,                 1.5367,                 1.3575,                 1.9077,              0.0017822,              0.0017822,              0.0017822
                     36,                 1.2508,                 1.0408,                 1.4864,                0.71957,                0.72254,                0.71747,                0.38885,                 1.4762,                 1.3743,                 1.8882,              0.0017756,              0.0017756,              0.0017756
                     37,                 1.2584,                 1.0322,                  1.503,                0.69535,                0.71243,                0.69989,                0.41296,                 1.5116,                 1.4674,                 1.8907,               0.001769,               0.001769,               0.001769
                     38,                 1.2452,                 1.0197,                 1.4879,                0.68206,                0.63006,                 0.6514,                0.37634,                 1.5168,                 1.6303,                 1.9732,              0.0017624,              0.0017624,              0.0017624
                     39,                 1.2422,                 1.0092,                 1.4962,                0.77399,                 0.7341,                0.78434,                0.49104,                   1.42,                 1.3374,                 1.8164,              0.0017558,              0.0017558,              0.0017558
                     40,                 1.2565,                 1.0746,                 1.5144,                0.74876,                0.72353,                0.75778,                0.45128,                  1.424,                 1.1793,                 1.7697,              0.0017492,              0.0017492,              0.0017492
                     41,                 1.2523,                 1.0344,                 1.4989,                0.70876,                0.83237,                0.77084,                0.45594,                 1.3871,                 1.1902,                 1.7469,              0.0017426,              0.0017426,              0.0017426
                     42,                 1.2349,                0.99611,                 1.4845,                0.72466,                0.79769,                0.76524,                0.47236,                 1.2897,                 1.1888,                 1.6866,               0.001736,               0.001736,               0.001736
                     43,                 1.2445,                 1.0082,                 1.5008,                0.73531,                0.72259,                0.76877,                0.46424,                 1.3194,                 1.1895,                 1.7339,              0.0017294,              0.0017294,              0.0017294
                     44,                 1.2178,                0.96602,                 1.4721,                0.68872,                0.75145,                0.72662,                0.45545,                 1.4125,                 1.3475,                 1.8018,              0.0017228,              0.0017228,              0.0017228
                     45,                  1.227,                 0.9873,                 1.4898,                0.76953,                0.71414,                 0.7738,                0.48813,                 1.3205,                 1.1153,                 1.7312,              0.0017162,              0.0017162,              0.0017162
                     46,                 1.2322,                 1.0018,                 1.4901,                0.79697,                 0.7034,                0.76154,                0.45436,                 1.3462,                 1.0694,                 1.7376,              0.0017096,              0.0017096,              0.0017096
                     47,                 1.2141,                 1.0132,                 1.4829,                0.79129,                0.75723,                0.78851,                0.47632,                 1.3511,                 1.0571,                 1.6723,               0.001703,               0.001703,               0.001703
                     48,                 1.2332,                0.97619,                 1.4853,                0.74002,                0.75688,                0.71703,                0.43053,                 1.3707,                 1.4045,                 1.7539,              0.0016964,              0.0016964,              0.0016964
                     49,                 1.2575,                 1.0007,                 1.5054,                0.82488,                0.69942,                0.79763,                0.47754,                 1.4116,                   1.22,                 1.7555,              0.0016898,              0.0016898,              0.0016898
                     50,                 1.2349,                 0.9872,                 1.4867,                0.74443,                0.70717,                0.74743,                0.45076,                 1.2941,                  1.216,                 1.6896,              0.0016832,              0.0016832,              0.0016832
                     51,                  1.259,                0.99653,                  1.512,                0.74062,                0.69942,                0.71363,                0.40117,                 1.4444,                 1.3261,                 1.8345,              0.0016766,              0.0016766,              0.0016766
                     52,                 1.2214,                0.97785,                  1.474,                0.69323,                0.80347,                0.76249,                0.45858,                 1.4529,                 1.1473,                 1.7179,                0.00167,                0.00167,                0.00167
                     53,                 1.2091,                0.97564,                 1.4561,                0.78682,                 0.7894,                0.80597,                0.49143,                 1.3235,                 1.0011,                  1.649,              0.0016634,              0.0016634,              0.0016634
                     54,                 1.1966,                0.97013,                 1.4571,                0.76688,                 0.7341,                0.76866,                 0.4868,                 1.3149,                 1.1077,                 1.6912,              0.0016568,              0.0016568,              0.0016568
                     55,                 1.1729,                0.91627,                 1.4316,                0.70954,                0.72013,                0.74009,                0.44572,                 1.4171,                 1.1336,                 1.7546,              0.0016502,              0.0016502,              0.0016502
                     56,                 1.1851,                0.96389,                 1.4627,                0.80985,                0.74566,                 0.8035,                0.46952,                 1.4146,                 1.1753,                 1.7758,              0.0016436,              0.0016436,              0.0016436
                     57,                 1.1797,                0.94885,                 1.4503,                0.70908,                0.75723,                 0.7892,                0.48498,                 1.3386,                 1.1864,                  1.742,               0.001637,               0.001637,               0.001637
                     58,                 1.2128,                0.93094,                 1.4657,                0.56789,                0.60694,                0.59812,                0.30459,                 1.7726,                 1.6241,                 2.0499,              0.0016304,              0.0016304,              0.0016304
                     59,                 1.1854,                0.89993,                 1.4289,                0.76733,                0.74349,                0.76608,                0.46697,                  1.368,                 1.1637,                 1.7327,              0.0016238,              0.0016238,              0.0016238
                     60,                 1.1759,                0.92829,                  1.431,                0.68898,                 0.7341,                0.69072,                0.41211,                 1.3545,                  1.228,                 1.7148,              0.0016172,              0.0016172,              0.0016172
                     61,                 1.1912,                0.89525,                 1.4522,                0.78003,                0.71742,                0.77524,                0.49411,                 1.3478,                 1.1359,                 1.7043,              0.0016106,              0.0016106,              0.0016106
                     62,                 1.1941,                 0.9253,                  1.448,                0.67162,                0.69753,                 0.7167,                0.42073,                  1.472,                 1.2594,                  1.737,               0.001604,               0.001604,               0.001604
                     63,                 1.2108,                0.94514,                 1.4701,                0.73378,                0.72254,                0.72914,                0.45067,                 1.4861,                 1.2811,                  1.828,              0.0015974,              0.0015974,              0.0015974
                     64,                 1.1468,                0.87765,                  1.431,                0.81746,                0.72254,                 0.8006,                0.49007,                 1.3634,                 1.0501,                 1.6548,              0.0015908,              0.0015908,              0.0015908
                     65,                 1.1418,                0.88231,                 1.4061,                0.77234,                0.76301,                0.80013,                0.46727,                 1.4597,                 1.0249,                 1.7102,              0.0015842,              0.0015842,              0.0015842
                     66,                 1.1482,                0.86825,                 1.4022,                0.78181,                0.73988,                0.80669,                0.49936,                 1.3904,                 1.1177,                 1.7552,              0.0015776,              0.0015776,              0.0015776
                     67,                 1.1547,                0.87552,                 1.4084,                0.71461,                 0.6185,                0.69066,                0.40157,                 1.4965,                 1.3629,                 1.8905,               0.001571,               0.001571,               0.001571
                     68,                 1.1692,                 0.8993,                 1.4308,                0.74039,                0.76301,                0.79658,                0.49132,                 1.3869,                 1.0366,                 1.7411,              0.0015644,              0.0015644,              0.0015644
                     69,                 1.1492,                0.87339,                 1.3997,                0.77442,                0.75407,                0.78652,                 0.4402,                 1.5366,                  1.098,                 1.8031,              0.0015578,              0.0015578,              0.0015578
                     70,                 1.1618,                0.89471,                 1.4341,                 0.7593,                0.72832,                0.74886,                0.46334,                 1.3302,                 1.2388,                 1.7369,              0.0015512,              0.0015512,              0.0015512
                     71,                 1.1787,                0.90027,                 1.4298,                0.74777,                 0.7341,                0.75616,                0.45519,                 1.3973,                 1.0669,                 1.7633,              0.0015446,              0.0015446,              0.0015446
                     72,                 1.1699,                0.85248,                 1.4308,                0.73062,                 0.7682,                0.74671,                0.45771,                 1.3827,                 1.1899,                    1.8,               0.001538,               0.001538,               0.001538
                     73,                 1.1618,                0.90587,                 1.4237,                0.78326,                0.73114,                0.75748,                0.44313,                 1.4591,                 1.1503,                 1.7756,              0.0015314,              0.0015314,              0.0015314
                     74,                 1.1553,                 0.8824,                 1.4238,                0.72354,                 0.7052,                0.70568,                0.40806,                 1.4464,                 1.4628,                 1.9019,              0.0015248,              0.0015248,              0.0015248
                     75,                 1.1608,                0.88018,                 1.4349,                0.73307,                 0.6826,                0.76159,                0.42824,                 1.5891,                  1.137,                  1.859,              0.0015182,              0.0015182,              0.0015182
                     76,                 1.1437,                0.87156,                 1.4115,                0.75982,                0.77457,                0.75992,                0.44663,                 1.3962,                0.99491,                  1.723,              0.0015116,              0.0015116,              0.0015116
                     77,                  1.127,                0.86163,                 1.3967,                0.72521,                0.73988,                0.67676,                0.43322,                 1.3472,                 1.3367,                 1.7809,               0.001505,               0.001505,               0.001505
                     78,                  1.136,                0.84304,                 1.3906,                0.81125,                0.68786,                0.74622,                0.44668,                 1.5201,                 1.0336,                 1.7706,              0.0014984,              0.0014984,              0.0014984
                     79,                 1.1234,                0.83737,                 1.3858,                0.76248,                0.78613,                0.77176,                0.48077,                 1.3536,                 1.1283,                  1.744,              0.0014918,              0.0014918,              0.0014918
                     80,                 1.1148,                0.83993,                 1.3911,                 0.7333,                0.76301,                 0.7848,                0.45617,                 1.4805,                 1.1817,                 1.7955,              0.0014852,              0.0014852,              0.0014852
                     81,                 1.1616,                0.85756,                 1.4242,                0.75971,                0.79769,                0.78805,                0.46948,                 1.4579,                0.96119,                 1.7075,              0.0014786,              0.0014786,              0.0014786
                     82,                 1.1139,                0.85559,                 1.4032,                0.76218,                0.72247,                0.76333,                0.44527,                 1.5143,                 1.1477,                  1.837,               0.001472,               0.001472,               0.001472
                     83,                 1.1258,                0.85928,                 1.4194,                0.71932,                0.74566,                0.75419,                0.46079,                 1.4138,                 1.1672,                 1.7625,              0.0014654,              0.0014654,              0.0014654
                     84,                 1.1455,                0.86479,                 1.4132,                0.80881,                0.73358,                0.80389,                0.49264,                 1.4182,                 1.0812,                 1.7729,              0.0014588,              0.0014588,              0.0014588
                     85,                  1.119,                0.85539,                 1.3976,                0.72692,                0.80925,                0.79842,                0.49129,                 1.4356,                0.95763,                 1.7584,              0.0014522,              0.0014522,              0.0014522
                     86,                 1.1355,                0.83795,                 1.4026,                0.69997,                0.81503,                0.80183,                0.48747,                 1.3191,                0.97258,                 1.6572,              0.0014456,              0.0014456,              0.0014456
                     87,                  1.118,                0.85092,                 1.4121,                  0.743,                0.71098,                0.75758,                0.43691,                 1.3245,                 1.1966,                 1.7129,               0.001439,               0.001439,               0.001439
                     88,                 1.1368,                0.84571,                 1.4143,                0.68556,                0.78613,                 0.7691,                0.48998,                 1.3946,                 1.0071,                 1.7358,              0.0014324,              0.0014324,              0.0014324
                     89,                 1.0981,                0.80747,                 1.3811,                0.77972,                0.74566,                0.77991,                 0.4788,                 1.3829,                 1.0022,                 1.7335,              0.0014258,              0.0014258,              0.0014258
                     90,                 1.1229,                0.85905,                 1.3995,                0.70667,                0.71021,                0.72448,                0.42185,                 1.5037,                 1.2708,                 1.8673,              0.0014192,              0.0014192,              0.0014192
                     91,                 1.1193,                0.83789,                 1.3984,                0.75283,                0.75723,                0.78801,                0.48859,                  1.365,                 1.1889,                 1.7141,              0.0014126,              0.0014126,              0.0014126
                     92,                  1.114,                0.83628,                 1.3869,                 0.7919,                0.72832,                0.79886,                0.49857,                  1.317,                 1.1214,                 1.6771,               0.001406,               0.001406,               0.001406
                     93,                 1.0838,                0.79937,                 1.3757,                0.77713,                0.70545,                0.78924,                0.49227,                 1.3614,                 1.0763,                 1.6904,              0.0013994,              0.0013994,              0.0013994
                     94,                 1.1012,                0.81318,                 1.3889,                0.76519,                0.74566,                 0.7911,                0.47162,                 1.4096,                 1.0847,                 1.7852,              0.0013928,              0.0013928,              0.0013928
                     95,                 1.0873,                0.84109,                 1.3871,                0.73579,                 0.7341,                 0.7578,                0.49316,                 1.3692,                 1.0701,                 1.7386,              0.0013862,              0.0013862,              0.0013862
                     96,                 1.1228,                0.82105,                 1.3845,                 0.7992,                0.76301,                0.81796,                0.50474,                 1.3713,                0.96347,                 1.6824,              0.0013796,              0.0013796,              0.0013796
                     97,                 1.1196,                0.84907,                 1.3952,                0.82396,                 0.7052,                0.81284,                0.48989,                 1.4266,                 1.0203,                 1.6999,               0.001373,               0.001373,               0.001373
                     98,                 1.0754,                0.77345,                 1.3632,                0.77139,                0.81921,                0.82812,                  0.523,                 1.3247,                0.97562,                 1.6584,              0.0013664,              0.0013664,              0.0013664
                     99,                 1.0803,                0.77044,                  1.368,                0.76181,                 0.6763,                0.78014,                 0.4635,                 1.4604,                 1.1136,                 1.7846,              0.0013598,              0.0013598,              0.0013598
                    100,                 1.1028,                 0.8209,                 1.3777,                0.76466,                0.73248,                0.74146,                0.47052,                 1.4687,                 1.2417,                 1.8197,              0.0013532,              0.0013532,              0.0013532
                    101,                 1.0634,                 0.7906,                 1.3448,                0.76222,                0.73988,                0.74255,                0.46587,                 1.4281,                 1.2065,                 1.8484,              0.0013466,              0.0013466,              0.0013466
                    102,                 1.0944,                0.81295,                 1.3806,                0.82624,                0.79712,                0.83017,                0.49967,                 1.3865,                0.97995,                 1.6922,                0.00134,                0.00134,                0.00134
                    103,                 1.0619,                0.79757,                 1.3618,                0.83456,                 0.7341,                0.79284,                0.44574,                   1.47,                 1.0622,                  1.745,              0.0013334,              0.0013334,              0.0013334
                    104,                 1.0436,                0.78677,                 1.3518,                0.82964,                0.70374,                0.79232,                0.48048,                  1.423,                 1.0468,                 1.7854,              0.0013268,              0.0013268,              0.0013268
                    105,                 1.0723,                0.79603,                 1.3481,                0.76355,                  0.784,                 0.7611,                0.46063,                  1.402,                0.95332,                 1.7221,              0.0013202,              0.0013202,              0.0013202
                    106,                 1.0871,                0.82326,                 1.3728,                0.79629,                0.76825,                0.77603,                0.46857,                 1.4541,                 1.0012,                 1.7989,              0.0013136,              0.0013136,              0.0013136
                    107,                   1.07,                 0.7882,                 1.3465,                0.74682,                0.80347,                0.77171,                0.45079,                 1.4754,                 1.0563,                 1.8522,               0.001307,               0.001307,               0.001307
                    108,                 1.0527,                0.78184,                 1.3469,                0.69235,                0.80347,                0.76256,                0.44515,                 1.4311,                 1.0102,                 1.7903,              0.0013004,              0.0013004,              0.0013004
                    109,                 1.0596,                0.75779,                 1.3528,                0.73924,                0.72104,                0.73671,                 0.4135,                 1.4369,                 1.0366,                 1.7451,              0.0012938,              0.0012938,              0.0012938
                    110,                 1.0806,                0.78086,                 1.3646,                 0.7469,                0.71676,                0.74394,                0.44801,                 1.3261,                0.97255,                 1.6524,              0.0012872,              0.0012872,              0.0012872
                    111,                 1.0441,                0.79336,                 1.3491,                0.77191,                0.74566,                0.79129,                0.45699,                 1.3641,                0.93964,                  1.704,              0.0012806,              0.0012806,              0.0012806
                    112,                 1.0427,                0.76994,                 1.3396,                0.78619,                0.75723,                0.77246,                0.47735,                 1.4095,                 1.0061,                 1.7592,               0.001274,               0.001274,               0.001274
                    113,                 1.0331,                0.77842,                 1.3321,                0.79709,                 0.7341,                0.81438,                0.49262,                 1.3996,                0.89961,                  1.734,              0.0012674,              0.0012674,              0.0012674
                    114,                 1.0502,                0.78033,                 1.3551,                0.81929,                0.69942,                0.76105,                0.45114,                 1.4219,                 1.0426,                 1.7894,              0.0012608,              0.0012608,              0.0012608
                    115,                 1.0374,                0.75249,                 1.3306,                0.77841,                0.76879,                0.75728,                  0.469,                 1.3243,                 1.0221,                 1.7136,              0.0012542,              0.0012542,              0.0012542
                    116,                 1.0363,                0.74581,                 1.3265,                0.74621,                0.74566,                0.79061,                0.49889,                 1.3287,                0.95934,                 1.6973,              0.0012476,              0.0012476,              0.0012476
                    117,                 1.0452,                0.75497,                 1.3271,                0.75922,                0.80199,                0.81525,                0.48248,                 1.4839,                 1.0065,                 1.7909,               0.001241,               0.001241,               0.001241
                    118,                 1.0556,                0.77638,                 1.3491,                0.77564,                0.74566,                0.79725,                0.47496,                 1.4213,                 1.0399,                 1.7847,              0.0012344,              0.0012344,              0.0012344
                    119,                 1.0522,                0.76144,                 1.3461,                  0.758,                0.76301,                0.79709,                0.49729,                 1.3766,                0.94243,                 1.7316,              0.0012278,              0.0012278,              0.0012278
                    120,                 1.0432,                 0.7754,                 1.3593,                0.85584,                0.71098,                 0.8084,                0.50196,                 1.3942,                0.97067,                 1.7246,              0.0012212,              0.0012212,              0.0012212
                    121,                 1.0215,                0.75036,                 1.3325,                 0.7818,                0.69364,                0.73698,                0.44703,                 1.5069,                 1.0531,                 1.8408,              0.0012146,              0.0012146,              0.0012146
                    122,                 1.0214,                 0.7355,                 1.3269,                0.79093,                0.74352,                0.79608,                0.48172,                 1.4933,                 1.0448,                 1.8607,               0.001208,               0.001208,               0.001208
                    123,                 1.0459,                0.76255,                 1.3438,                0.74202,                0.74816,                0.73713,                0.45911,                   1.39,                 1.0122,                 1.7458,              0.0012014,              0.0012014,              0.0012014
                    124,                 1.0134,                0.72533,                 1.3084,                0.77813,                0.75145,                0.76744,                0.47163,                  1.431,                0.94086,                    1.8,              0.0011948,              0.0011948,              0.0011948
                    125,                 1.0329,                0.71468,                 1.3334,                0.72439,                0.76301,                0.75779,                0.42955,                 1.6023,                  1.157,                 1.8646,              0.0011882,              0.0011882,              0.0011882
                    126,                 1.0014,                0.72018,                 1.3053,                0.71522,                0.72254,                0.74329,                0.47711,                 1.4699,                 1.0973,                 1.8495,              0.0011816,              0.0011816,              0.0011816
                    127,                0.99137,                0.70852,                 1.3073,                0.74481,                0.76301,                0.74222,                0.45403,                 1.4224,                 1.1123,                 1.7806,               0.001175,               0.001175,               0.001175
                    128,                 1.0371,                0.74617,                 1.3334,                0.74998,                0.81494,                0.81473,                0.50795,                 1.3174,                0.88908,                 1.6796,              0.0011684,              0.0011684,              0.0011684
                    129,                 0.9937,                0.72433,                 1.3187,                0.83517,                0.76301,                0.79596,                 0.4858,                 1.4237,                 1.0353,                 1.8263,              0.0011618,              0.0011618,              0.0011618
                    130,                0.99549,                0.72939,                 1.3167,                0.83364,                0.73988,                0.81216,                0.49334,                 1.3505,                 0.9525,                 1.6718,              0.0011552,              0.0011552,              0.0011552
                    131,                  1.021,                0.73352,                 1.3175,                 0.7496,                0.82081,                0.83194,                0.49521,                 1.4679,                0.88814,                 1.7757,              0.0011486,              0.0011486,              0.0011486
                    132,                 1.0181,                0.74921,                 1.3191,                0.85537,                0.78629,                0.82076,                0.47773,                 1.3878,                  0.993,                 1.7247,               0.001142,               0.001142,               0.001142
                    133,                0.99636,                0.70734,                 1.3004,                0.80116,                0.76857,                0.79765,                0.48438,                 1.3972,                 1.1259,                 1.7545,              0.0011354,              0.0011354,              0.0011354
                    134,                 1.0159,                0.73787,                 1.3085,                0.81503,                0.73988,                0.77939,                0.47206,                 1.4495,                 1.0221,                 1.8048,              0.0011288,              0.0011288,              0.0011288
                    135,                0.99564,                0.69592,                 1.2958,                0.81125,                0.79191,                0.80705,                0.49176,                 1.4514,                 1.0125,                 1.7964,              0.0011222,              0.0011222,              0.0011222
                    136,                0.97961,                0.72353,                 1.2958,                 0.7892,                0.78613,                0.80511,                 0.5102,                 1.3704,                 1.0351,                 1.7169,              0.0011156,              0.0011156,              0.0011156
                    137,                 0.9734,                 0.7131,                 1.2952,                 0.7985,                 0.7788,                0.79779,                0.49034,                 1.4295,                0.91462,                 1.7565,               0.001109,               0.001109,               0.001109
                    138,                  1.004,                0.72613,                 1.3144,                0.84536,                0.72677,                0.84537,                0.50404,                 1.4164,                0.89368,                  1.745,              0.0011024,              0.0011024,              0.0011024
                    139,                 1.0013,                0.72185,                 1.3176,                0.65297,                 0.7052,                0.69727,                0.40185,                 1.6463,                 1.4131,                 2.0354,              0.0010958,              0.0010958,              0.0010958
                    140,                  1.005,                 0.6905,                 1.3103,                0.84082,                0.71676,                0.80252,                0.47153,                 1.5351,                 1.1551,                 1.7982,              0.0010892,              0.0010892,              0.0010892
                    141,                 1.0167,                0.71113,                   1.32,                0.75798,                0.71098,                0.73453,                0.42832,                 1.5915,                 1.2037,                  1.902,              0.0010826,              0.0010826,              0.0010826
                    142,                0.97746,                0.67633,                 1.2905,                0.77042,                0.71771,                0.74488,                0.43358,                 1.5156,                 1.2741,                 1.9071,               0.001076,               0.001076,               0.001076
                    143,                0.98048,                0.69135,                 1.2984,                0.81374,                 0.7341,                0.74944,                0.46598,                 1.4462,                 1.1212,                 1.8408,              0.0010694,              0.0010694,              0.0010694
                    144,                0.99535,                0.70843,                 1.2986,                0.80043,                0.75145,                0.78957,                 0.4928,                 1.3827,                 1.1295,                 1.7779,              0.0010628,              0.0010628,              0.0010628
                    145,                   0.97,                0.69042,                 1.2991,                0.82423,                0.77457,                0.81051,                0.49631,                 1.4194,                 1.0807,                 1.8407,              0.0010562,              0.0010562,              0.0010562
                    146,                0.97932,                0.68938,                 1.2861,                0.77666,                0.74566,                0.77123,                0.48081,                 1.4957,                 1.1156,                 1.8845,              0.0010496,              0.0010496,              0.0010496
                    147,                0.97761,                0.70192,                  1.286,                0.79513,                0.76879,                0.77256,                 0.4688,                 1.4267,                 1.0906,                 1.7991,               0.001043,               0.001043,               0.001043
                    148,                0.96905,                 0.7096,                 1.2911,                0.79485,                 0.7341,                0.76805,                0.46301,                 1.4636,                0.96622,                 1.8207,              0.0010364,              0.0010364,              0.0010364
