                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     45,                 1.2769,                 1.0307,                 1.5208,                0.00014,                0.01734,                  7e-05,                  4e-05,                    nan,                    nan,                    nan,              0.0017162,              0.0017162,              0.0017162
                     46,                 1.2617,                0.98045,                 1.5073,                0.00016,                0.01156,                  8e-05,                  3e-05,                    nan,                    nan,                    nan,              0.0017096,              0.0017096,              0.0017096
                     47,                 1.2426,                0.95451,                 1.4837,                0.00027,                0.02312,                0.00015,                  5e-05,                    nan,                    nan,                    nan,               0.001703,               0.001703,               0.001703
                     48,                 1.2233,                 0.9547,                 1.4654,                0.00027,                0.02312,                0.00015,                  4e-05,                    nan,                    nan,                    nan,              0.0016964,              0.0016964,              0.0016964
                     49,                 1.2483,                0.99953,                 1.4956,                0.00031,                0.02312,                0.00017,                  6e-05,                    nan,                    nan,                    nan,              0.0016898,              0.0016898,              0.0016898
                     50,                 1.2229,                0.96892,                 1.4748,                0.00055,                0.02312,                0.00029,                0.00012,                    nan,                    nan,                    nan,              0.0016832,              0.0016832,              0.0016832
                     51,                 1.2163,                0.95006,                 1.4726,                0.00055,                0.02312,                0.00029,                0.00012,                    nan,                    nan,                    nan,              0.0016766,              0.0016766,              0.0016766
                     52,                 1.2147,                0.97344,                  1.483,                0.00032,                0.02312,                0.00017,                  8e-05,                    nan,                    nan,                    nan,                0.00167,                0.00167,                0.00167
                     53,                 1.2339,                0.95286,                 1.4849,                0.00029,                0.01734,                0.00015,                  6e-05,                    nan,                    nan,                    nan,              0.0016634,              0.0016634,              0.0016634
                     54,                 1.1768,                 0.9211,                 1.4391,                0.00033,                0.02312,                0.00017,                  5e-05,                    nan,                    nan,                    nan,              0.0016568,              0.0016568,              0.0016568
                     55,                 1.2257,                 0.9737,                 1.4933,                0.00092,                 0.0578,                 0.0005,                0.00012,                    nan,                    nan,                    nan,              0.0016502,              0.0016502,              0.0016502
                     56,                 1.2211,                0.95074,                 1.4803,                0.00049,                0.03468,                0.00027,                  9e-05,                    nan,                    nan,                    nan,              0.0016436,              0.0016436,              0.0016436
                     57,                 1.2121,                 0.9499,                 1.4649,                0.00049,                0.03468,                0.00027,                  9e-05,                    nan,                    nan,                    nan,               0.001637,               0.001637,               0.001637
                     58,                 1.1899,                0.94371,                 1.4487,                 0.0001,                0.00578,                  5e-05,                  4e-05,                    nan,                    nan,                    nan,              0.0016304,              0.0016304,              0.0016304
                     59,                 1.2268,                0.89991,                 1.4755,                0.00039,                 0.0289,                0.00021,                  8e-05,                    nan,                    nan,                    nan,              0.0016238,              0.0016238,              0.0016238
                     60,                 1.1981,                0.93046,                 1.4583,                 0.0003,                 0.0289,                0.00016,                  6e-05,                    nan,                    nan,                    nan,              0.0016172,              0.0016172,              0.0016172
                     61,                 1.1915,                0.91046,                 1.4731,                0.00027,                0.01734,                0.00014,                  5e-05,                    nan,                    nan,                    nan,              0.0016106,              0.0016106,              0.0016106
                     62,                  1.219,                0.92904,                 1.4912,                 0.0002,                0.01156,                 0.0001,                  3e-05,                    nan,                    nan,                    nan,               0.001604,               0.001604,               0.001604
                     63,                 1.2051,                0.92796,                  1.462,                 0.0004,                 0.0289,                0.00021,                  7e-05,                    nan,                    nan,                    nan,              0.0015974,              0.0015974,              0.0015974
                     64,                 1.1837,                0.90165,                 1.4456,                0.00021,                0.01156,                0.00011,                  5e-05,                    nan,                    nan,                    nan,              0.0015908,              0.0015908,              0.0015908
                     65,                 1.1944,                0.90037,                  1.451,                0.00026,                0.02312,                0.00014,                  4e-05,                    nan,                    nan,                    nan,              0.0015842,              0.0015842,              0.0015842
                     66,                  1.172,                0.89965,                 1.4337,                0.00033,                0.02312,                0.00018,                  9e-05,                    nan,                    nan,                    nan,              0.0015776,              0.0015776,              0.0015776
                     67,                 1.1871,                0.91976,                 1.4482,                0.00048,                 0.0289,                0.00025,                  9e-05,                    nan,                    nan,                    nan,               0.001571,               0.001571,               0.001571
                     68,                 1.1603,                0.86162,                 1.4438,                0.00063,                0.04624,                0.00034,                0.00012,                    nan,                    nan,                    nan,              0.0015644,              0.0015644,              0.0015644
                     69,                 1.1632,                0.88843,                 1.4214,                 0.0004,                0.03468,                0.00021,                 0.0001,                    nan,                    nan,                    nan,              0.0015578,              0.0015578,              0.0015578
                     70,                 1.1609,                0.88199,                 1.4368,                0.00012,                0.01156,                  6e-05,                  4e-05,                    nan,                    nan,                    nan,              0.0015512,              0.0015512,              0.0015512
                     71,                 1.1339,                0.87907,                  1.418,                0.00056,                 0.0289,                0.00029,                0.00013,                    nan,                    nan,                    nan,              0.0015446,              0.0015446,              0.0015446
                     72,                 1.1365,                0.87336,                 1.4146,                0.00064,                0.02312,                0.00033,                0.00012,                    nan,                    nan,                    nan,               0.001538,               0.001538,               0.001538
                     73,                 1.1451,                0.86518,                  1.399,                0.00066,                0.05202,                0.00036,                0.00013,                    nan,                    nan,                    nan,              0.0015314,              0.0015314,              0.0015314
                     74,                 1.1641,                0.85672,                 1.4195,                0.00041,                 0.0289,                0.00021,                  8e-05,                    nan,                    nan,                    nan,              0.0015248,              0.0015248,              0.0015248
                     75,                 1.1492,                0.86834,                  1.421,                0.00024,                0.01734,                0.00013,                  6e-05,                    nan,                    nan,                    nan,              0.0015182,              0.0015182,              0.0015182
                     76,                  1.128,                0.85833,                 1.3965,                0.00038,                0.02312,                0.00019,                  8e-05,                    nan,                    nan,                    nan,              0.0015116,              0.0015116,              0.0015116
                     77,                 1.1646,                0.84992,                 1.4285,                0.00034,                0.01734,                0.00018,                  8e-05,                    nan,                    nan,                    nan,               0.001505,               0.001505,               0.001505
                     78,                 1.1354,                0.85531,                 1.3994,                0.00082,                0.01156,                0.00015,                  6e-05,                    nan,                    nan,                    nan,              0.0014984,              0.0014984,              0.0014984
                     79,                 1.1273,                0.83716,                 1.3812,                0.00083,                0.01156,                0.00012,                  7e-05,                    nan,                    nan,                    nan,              0.0014918,              0.0014918,              0.0014918
                     80,                 1.1489,                0.82869,                 1.4123,                0.00023,                0.01156,                0.00012,                  6e-05,                    nan,                    nan,                    nan,              0.0014852,              0.0014852,              0.0014852
                     81,                  1.128,                0.86109,                 1.4141,                0.00083,                0.01156,                0.00019,                  9e-05,                    nan,                    nan,                    nan,              0.0014786,              0.0014786,              0.0014786
                     82,                 1.1646,                0.88374,                 1.4226,                 0.0006,                0.02312,                0.00031,                0.00012,                    nan,                    nan,                    nan,               0.001472,               0.001472,               0.001472
                     83,                 1.1456,                0.85412,                 1.4104,                0.00091,                0.01156,                 0.0003,                0.00012,                    nan,                    nan,                    nan,              0.0014654,              0.0014654,              0.0014654
                     84,                 1.1436,                0.81864,                  1.399,                0.00067,                 0.0289,                0.00035,                0.00017,                    nan,                    nan,                    nan,              0.0014588,              0.0014588,              0.0014588
                     85,                 1.1045,                0.83837,                  1.401,                0.00041,                0.00578,                0.00014,                  8e-05,                    nan,                    nan,                    nan,              0.0014522,              0.0014522,              0.0014522
                     86,                 1.0991,                0.82219,                 1.3908,                0.00055,                 0.0289,                0.00029,                  7e-05,                    nan,                    nan,                    nan,              0.0014456,              0.0014456,              0.0014456
                     87,                 1.1361,                0.83321,                 1.4126,                0.00073,                0.01156,                0.00022,                  8e-05,                    nan,                    nan,                    nan,               0.001439,               0.001439,               0.001439
                     88,                 1.1194,                0.85102,                 1.4096,                0.00016,                0.01156,                  9e-05,                  4e-05,                    nan,                    nan,                    nan,              0.0014324,              0.0014324,              0.0014324
                     89,                 1.1312,                 0.8523,                 1.4012,                0.00105,                0.01734,                0.00014,                  8e-05,                    nan,                    nan,                    nan,              0.0014258,              0.0014258,              0.0014258
                     90,                  1.109,                0.82908,                 1.3931,                0.00025,                0.00578,                0.00014,                  6e-05,                    nan,                    nan,                    nan,              0.0014192,              0.0014192,              0.0014192
                     91,                 1.0933,                0.80845,                 1.3892,                0.00058,                0.03468,                 0.0003,                0.00012,                    nan,                    nan,                    nan,              0.0014126,              0.0014126,              0.0014126
                     92,                 1.1041,                0.82305,                 1.3947,                0.00058,                0.02312,                0.00031,                0.00013,                    nan,                    nan,                    nan,               0.001406,               0.001406,               0.001406
                     93,                 1.1171,                0.81004,                 1.3858,                0.00028,                0.01734,                0.00014,                  4e-05,                    nan,                    nan,                    nan,              0.0013994,              0.0013994,              0.0013994
                     94,                 1.0944,                0.80397,                 1.3885,                0.00037,                0.02312,                 0.0002,                  7e-05,                    nan,                    nan,                    nan,              0.0013928,              0.0013928,              0.0013928
                     95,                    1.1,                0.78656,                 1.3721,                0.00022,                0.02312,                0.00012,                  4e-05,                    nan,                    nan,                    nan,              0.0013862,              0.0013862,              0.0013862
                     96,                 1.1051,                0.81268,                 1.3915,                0.00034,                0.02312,                0.00017,                  3e-05,                    nan,                    nan,                    nan,              0.0013796,              0.0013796,              0.0013796
                     97,                 1.0825,                0.78112,                 1.3648,                0.00107,                0.01734,                0.00019,                 0.0001,                    nan,                    nan,                    nan,               0.001373,               0.001373,               0.001373
                     98,                 1.0703,                 0.7925,                 1.3627,                0.00047,                0.01156,                0.00018,                  7e-05,                    nan,                    nan,                    nan,              0.0013664,              0.0013664,              0.0013664
                     99,                 1.0721,                0.79154,                 1.3706,                0.00049,                0.00578,                0.00014,                  7e-05,                    nan,                    nan,                    nan,              0.0013598,              0.0013598,              0.0013598
                    100,                 1.0915,                 0.8203,                 1.3773,                0.00091,                0.01156,                0.00013,                  6e-05,                    nan,                    nan,                    nan,              0.0013532,              0.0013532,              0.0013532
                    101,                 1.0763,                0.76752,                  1.363,                0.00027,                0.01156,                0.00014,                0.00011,                    nan,                    nan,                    nan,              0.0013466,              0.0013466,              0.0013466
                    102,                 1.0796,                0.77558,                 1.3646,                0.00051,                0.01734,                0.00026,                0.00011,                    nan,                    nan,                    nan,                0.00134,                0.00134,                0.00134
                    103,                 1.0385,                 0.7535,                 1.3463,                0.00069,                0.02312,                0.00036,                 0.0001,                    nan,                    nan,                    nan,              0.0013334,              0.0013334,              0.0013334
                    104,                 1.0432,                0.74695,                 1.3435,                0.00039,                0.00578,                 0.0002,                 0.0001,                    nan,                    nan,                    nan,              0.0013268,              0.0013268,              0.0013268
                    105,                 1.0664,                0.80113,                 1.3611,                0.00041,                0.00578,                0.00022,                 0.0001,                    nan,                    nan,                    nan,              0.0013202,              0.0013202,              0.0013202
                    106,                 1.0473,                0.78094,                  1.353,                0.00021,                0.00578,                0.00011,                  4e-05,                    nan,                    nan,                    nan,              0.0013136,              0.0013136,              0.0013136
                    107,                 1.0723,                0.76969,                 1.3687,                0.00037,                0.00578,                0.00018,                  8e-05,                    nan,                    nan,                    nan,               0.001307,               0.001307,               0.001307
                    108,                 1.0483,                0.73927,                 1.3549,                0.00036,                0.01734,                0.00018,                  7e-05,                    nan,                    nan,                    nan,              0.0013004,              0.0013004,              0.0013004
                    109,                 1.0339,                0.74418,                 1.3257,                0.00045,                0.00578,                0.00018,                  7e-05,                    nan,                    nan,                    nan,              0.0012938,              0.0012938,              0.0012938
                    110,                 1.0202,                 0.7072,                 1.3229,                0.00059,                0.01734,                0.00021,                0.00011,                    nan,                    nan,                    nan,              0.0012872,              0.0012872,              0.0012872
                    111,                 1.0521,                0.75289,                 1.3583,                0.00057,                0.01156,                0.00036,                0.00013,                    nan,                    nan,                    nan,              0.0012806,              0.0012806,              0.0012806
                    112,                  1.058,                0.74937,                 1.3498,                0.00123,                0.01156,                0.00023,                 0.0001,                    nan,                    nan,                    nan,               0.001274,               0.001274,               0.001274
                    113,                 1.0328,                0.73476,                 1.3415,                0.00076,                0.02312,                0.00039,                0.00011,                    nan,                    nan,                    nan,              0.0012674,              0.0012674,              0.0012674
                    114,                 1.0479,                0.75031,                  1.344,                0.00052,                0.01734,                0.00027,                0.00014,                    nan,                    nan,                    nan,              0.0012608,              0.0012608,              0.0012608
                    115,                 1.0443,                 0.7675,                 1.3487,                0.00067,                0.02312,                0.00034,                0.00014,                    nan,                    nan,                    nan,              0.0012542,              0.0012542,              0.0012542
                    116,                 1.0412,                 0.7533,                 1.3444,                0.00108,                0.01156,                0.00028,                0.00014,                    nan,                    nan,                    nan,              0.0012476,              0.0012476,              0.0012476
                    117,                 1.0583,                0.76968,                 1.3518,                0.00036,                0.01156,                0.00019,                 0.0001,                    nan,                    nan,                    nan,               0.001241,               0.001241,               0.001241
                    118,                 1.0393,                 0.7429,                 1.3231,                0.00053,                0.01734,                0.00027,                0.00011,                    nan,                    nan,                    nan,              0.0012344,              0.0012344,              0.0012344
                    119,                  1.032,                 0.7301,                 1.3507,                0.00098,                0.01156,                0.00025,                0.00014,                    nan,                    nan,                    nan,              0.0012278,              0.0012278,              0.0012278
                    120,                 1.0358,                0.74119,                 1.3422,                0.00055,                0.01734,                0.00028,                0.00012,                    nan,                    nan,                    nan,              0.0012212,              0.0012212,              0.0012212
                    121,                 1.0259,                0.73045,                 1.3227,                0.00052,                0.00578,                0.00018,                  8e-05,                    nan,                    nan,                    nan,              0.0012146,              0.0012146,              0.0012146
                    122,                  1.016,                0.73448,                  1.326,                0.00137,                0.00578,                0.00033,                0.00014,                    nan,                    nan,                    nan,               0.001208,               0.001208,               0.001208
                    123,                 1.0069,                0.73799,                 1.3121,                 0.0005,                0.01734,                0.00026,                0.00014,                    nan,                    nan,                    nan,              0.0012014,              0.0012014,              0.0012014
                    124,                0.98985,                0.71118,                 1.3029,                0.00107,                0.01156,                0.00031,                0.00013,                    nan,                    nan,                    nan,              0.0011948,              0.0011948,              0.0011948
                    125,                 1.0276,                0.72887,                 1.3217,                0.00032,                0.01156,                0.00017,                  8e-05,                    nan,                    nan,                    nan,              0.0011882,              0.0011882,              0.0011882
                    126,                  1.017,                0.72787,                 1.3133,                0.00038,                0.01734,                 0.0002,                  4e-05,                    nan,                    nan,                    nan,              0.0011816,              0.0011816,              0.0011816
                    127,                0.99707,                0.72575,                 1.3178,                0.00087,                0.03468,                0.00045,                0.00015,                    nan,                    nan,                    nan,               0.001175,               0.001175,               0.001175
                    128,                 1.0343,                0.72429,                 1.3193,                0.00109,                0.03468,                0.00058,                0.00022,                    nan,                    nan,                    nan,              0.0011684,              0.0011684,              0.0011684
                    129,                 1.0175,                0.72536,                 1.3192,                0.00127,                0.01734,                0.00036,                0.00015,                    nan,                    nan,                    nan,              0.0011618,              0.0011618,              0.0011618
                    130,                0.99689,                0.72641,                 1.3096,                0.00055,                0.01734,                0.00028,                  7e-05,                    nan,                    nan,                    nan,              0.0011552,              0.0011552,              0.0011552
                    131,                 1.0332,                0.73979,                 1.3505,                0.00047,                0.01734,                0.00024,                  9e-05,                    nan,                    nan,                    nan,              0.0011486,              0.0011486,              0.0011486
                    132,                0.98505,                0.69069,                 1.2979,                0.00091,                0.01156,                0.00017,                 0.0001,                    nan,                    nan,                    nan,               0.001142,               0.001142,               0.001142
                    133,                0.98606,                0.67173,                  1.294,                0.00078,                0.02312,                 0.0004,                 0.0002,                    nan,                    nan,                    nan,              0.0011354,              0.0011354,              0.0011354
                    134,                 1.0016,                0.68901,                 1.3085,                0.00083,                0.02312,                0.00043,                0.00019,                    nan,                    nan,                    nan,              0.0011288,              0.0011288,              0.0011288
                    135,                0.99827,                0.68536,                 1.3149,                0.00076,                0.00578,                0.00039,                0.00019,                    nan,                    nan,                    nan,              0.0011222,              0.0011222,              0.0011222
                    136,                0.99372,                0.70288,                 1.3071,                 0.0009,                 0.0289,                0.00046,                0.00018,                    nan,                    nan,                    nan,              0.0011156,              0.0011156,              0.0011156
                    137,                 1.0004,                0.69808,                 1.3166,                0.00073,                0.02312,                0.00037,                0.00016,                    nan,                    nan,                    nan,               0.001109,               0.001109,               0.001109
                    138,                0.96377,                0.67045,                 1.2773,                0.00058,                0.01734,                 0.0003,                0.00017,                    nan,                    nan,                    nan,              0.0011024,              0.0011024,              0.0011024
                    139,                0.98221,                0.70547,                 1.3022,                0.00085,                0.01156,                0.00024,                0.00011,                    nan,                    nan,                    nan,              0.0010958,              0.0010958,              0.0010958
                    140,                0.97508,                0.67675,                 1.2911,                0.00052,                0.01734,                0.00027,                0.00012,                    nan,                    nan,                    nan,              0.0010892,              0.0010892,              0.0010892
                    141,                0.97626,                0.68264,                 1.2818,                0.00095,                0.01156,                0.00022,                 0.0001,                    nan,                    nan,                    nan,              0.0010826,              0.0010826,              0.0010826
                    142,                0.95539,                0.66934,                 1.2744,                 0.0011,                0.01156,                0.00025,                 0.0001,                    nan,                    nan,                    nan,               0.001076,               0.001076,               0.001076
                    143,                0.96038,                0.65843,                 1.2805,                0.00033,                0.01156,                0.00017,                 0.0001,                    nan,                    nan,                    nan,              0.0010694,              0.0010694,              0.0010694
                    144,                0.95411,                  0.656,                 1.2763,                0.00071,                0.01156,                0.00037,                0.00013,                    nan,                    nan,                    nan,              0.0010628,              0.0010628,              0.0010628
                    145,                0.95087,                0.66498,                 1.2836,                0.00035,                0.01156,                0.00018,                0.00011,                    nan,                    nan,                    nan,              0.0010562,              0.0010562,              0.0010562
                    146,                0.96766,                0.68922,                 1.3019,                0.00052,                0.01734,                0.00027,                0.00011,                    nan,                    nan,                    nan,              0.0010496,              0.0010496,              0.0010496
                    147,                0.95319,                0.67083,                 1.2864,                0.00107,                0.01156,                 0.0002,                0.00013,                    nan,                    nan,                    nan,               0.001043,               0.001043,               0.001043
                    148,                0.94698,                0.67092,                 1.2812,                 0.0004,                0.01156,                 0.0002,                  7e-05,                    nan,                    nan,                    nan,              0.0010364,              0.0010364,              0.0010364
                    149,                 0.9405,                0.64585,                 1.2738,                0.00123,                0.00578,                0.00028,                0.00014,                    nan,                    nan,                    nan,              0.0010298,              0.0010298,              0.0010298
                    150,                0.96136,                0.66833,                 1.2812,                0.00068,                0.01734,                0.00035,                0.00015,                    nan,                    nan,                    nan,              0.0010232,              0.0010232,              0.0010232
                    151,                0.91641,                0.63467,                  1.248,                0.00105,                0.01156,                0.00028,                0.00013,                    nan,                    nan,                    nan,              0.0010166,              0.0010166,              0.0010166
                    152,                0.93757,                0.64357,                 1.2658,                0.00044,                0.01156,                0.00023,                  9e-05,                    nan,                    nan,                    nan,                0.00101,                0.00101,                0.00101
                    153,                0.94753,                0.65278,                 1.2859,                0.00064,                0.01734,                0.00033,                0.00011,                    nan,                    nan,                    nan,              0.0010034,              0.0010034,              0.0010034
                    154,                0.92812,                0.64187,                 1.2653,                 0.0007,                0.02312,                0.00036,                  9e-05,                    nan,                    nan,                    nan,              0.0009968,              0.0009968,              0.0009968
                    155,                0.93916,                0.65491,                 1.2797,                0.00082,                0.00578,                0.00033,                0.00012,                    nan,                    nan,                    nan,              0.0009902,              0.0009902,              0.0009902
                    156,                0.93884,                0.65659,                 1.2684,                0.00082,                0.00578,                0.00033,                0.00012,                    nan,                    nan,                    nan,              0.0009836,              0.0009836,              0.0009836
                    157,                0.92645,                 0.6579,                 1.2597,                0.00082,                0.00578,                0.00033,                0.00012,                    nan,                    nan,                    nan,               0.000977,               0.000977,               0.000977
                    158,                0.90646,                0.62699,                 1.2504,                0.00082,                0.00578,                0.00033,                0.00012,                    nan,                    nan,                    nan,              0.0009704,              0.0009704,              0.0009704
                    159,                0.92981,                0.64375,                 1.2616,                0.00074,                0.02312,                0.00038,                0.00012,                    nan,                    nan,                    nan,              0.0009638,              0.0009638,              0.0009638
                    160,                0.91828,                0.64463,                 1.2629,                0.00074,                0.02312,                0.00038,                0.00012,                    nan,                    nan,                    nan,              0.0009572,              0.0009572,              0.0009572
                    161,                0.92042,                0.62657,                 1.2514,                0.00021,                0.00578,                 0.0001,                  4e-05,                    nan,                    nan,                    nan,              0.0009506,              0.0009506,              0.0009506
                    162,                 0.9365,                0.63922,                 1.2581,                0.00061,                0.02312,                0.00032,                0.00011,                    nan,                    nan,                    nan,               0.000944,               0.000944,               0.000944
                    163,                0.91143,                0.62287,                 1.2437,                0.00048,                0.01734,                0.00025,                 0.0001,                    nan,                    nan,                    nan,              0.0009374,              0.0009374,              0.0009374
