                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    164,                0.90664,                0.61525,                  1.254,                0.00077,                0.02312,                0.00039,                0.00012,                    nan,                    nan,                    nan,              0.0009308,              0.0009308,              0.0009308
                    165,                0.92106,                0.63501,                 1.2598,                0.00035,                0.01156,                0.00018,                 0.0001,                    nan,                    nan,                    nan,              0.0009242,              0.0009242,              0.0009242
                    166,                0.86848,                0.59704,                 1.2254,                0.00035,                0.01156,                0.00018,                 0.0001,                    nan,                    nan,                    nan,              0.0009176,              0.0009176,              0.0009176
                    167,                0.89377,                 0.6097,                  1.234,                0.00056,                0.01734,                0.00029,                0.00014,                    nan,                    nan,                    nan,               0.000911,               0.000911,               0.000911
                    168,                 0.8886,                0.62447,                 1.2403,                0.00128,                0.01734,                0.00048,                0.00018,                    nan,                    nan,                    nan,              0.0009044,              0.0009044,              0.0009044
                    169,                0.89356,                0.64462,                 1.2476,                0.00089,                0.00578,                 0.0004,                0.00016,                    nan,                    nan,                    nan,              0.0008978,              0.0008978,              0.0008978
                    170,                0.89994,                0.64843,                 1.2455,                0.00052,                0.01156,                0.00026,                0.00011,                    nan,                    nan,                    nan,              0.0008912,              0.0008912,              0.0008912
                    171,                0.89443,                0.62862,                 1.2409,                0.00053,                0.00578,                0.00021,                  6e-05,                    nan,                    nan,                    nan,              0.0008846,              0.0008846,              0.0008846
                    172,                0.91523,                0.61574,                 1.2688,                0.00062,                0.01734,                0.00032,                0.00014,                    nan,                    nan,                    nan,               0.000878,               0.000878,               0.000878
                    173,                0.90549,                0.62909,                 1.2622,                0.00164,                0.02312,                0.00042,                0.00016,                    nan,                    nan,                    nan,              0.0008714,              0.0008714,              0.0008714
                    174,                 0.8787,                0.60817,                 1.2288,                0.00075,                0.01734,                0.00039,                0.00017,                    nan,                    nan,                    nan,              0.0008648,              0.0008648,              0.0008648
                    175,                0.87467,                0.60232,                 1.2121,                0.00068,                0.01734,                0.00035,                0.00016,                    nan,                    nan,                    nan,              0.0008582,              0.0008582,              0.0008582
                    176,                0.86326,                0.59808,                 1.2184,                0.00119,                0.01156,                0.00023,                0.00011,                    nan,                    nan,                    nan,              0.0008516,              0.0008516,              0.0008516
                    177,                0.86792,                0.60941,                 1.2103,                 0.0006,                0.01734,                0.00031,                0.00014,                    nan,                    nan,                    nan,               0.000845,               0.000845,               0.000845
                    178,                0.87831,                0.60557,                 1.2201,                0.00125,                0.03468,                0.00065,                0.00019,                    nan,                    nan,                    nan,              0.0008384,              0.0008384,              0.0008384
                    179,                0.86191,                 0.6059,                 1.2207,                0.00069,                0.01734,                0.00036,                0.00011,                    nan,                    nan,                    nan,              0.0008318,              0.0008318,              0.0008318
                    180,                0.86441,                0.61044,                 1.2159,                0.00065,                0.01734,                0.00034,                0.00016,                    nan,                    nan,                    nan,              0.0008252,              0.0008252,              0.0008252
                    181,                0.87674,                0.59338,                 1.2303,                0.00069,                0.01734,                0.00036,                0.00014,                    nan,                    nan,                    nan,              0.0008186,              0.0008186,              0.0008186
                    182,                0.83846,                0.57196,                 1.1926,                0.00069,                0.01734,                0.00035,                0.00013,                    nan,                    nan,                    nan,               0.000812,               0.000812,               0.000812
                    183,                0.85472,                0.58377,                 1.2118,                0.00064,                0.01734,                0.00033,                0.00014,                    nan,                    nan,                    nan,              0.0008054,              0.0008054,              0.0008054
                    184,                0.84983,                0.58163,                 1.2055,                 0.0007,                0.01734,                0.00036,                0.00012,                    nan,                    nan,                    nan,              0.0007988,              0.0007988,              0.0007988
                    185,                0.84577,                0.59138,                 1.1977,                0.00065,                0.01734,                0.00034,                0.00013,                    nan,                    nan,                    nan,              0.0007922,              0.0007922,              0.0007922
                    186,                0.86432,                 0.5898,                 1.2135,                0.00045,                0.00578,                0.00014,                  7e-05,                    nan,                    nan,                    nan,              0.0007856,              0.0007856,              0.0007856
                    187,                0.85534,                0.59168,                 1.2216,                 0.0002,                0.00578,                 0.0001,                  6e-05,                    nan,                    nan,                    nan,               0.000779,               0.000779,               0.000779
                    188,                0.84728,                0.57872,                 1.2171,                0.00043,                0.01156,                0.00022,                  8e-05,                    nan,                    nan,                    nan,              0.0007724,              0.0007724,              0.0007724
                    189,                0.84097,                0.57374,                  1.204,                0.00056,                0.00578,                0.00024,                0.00013,                    nan,                    nan,                    nan,              0.0007658,              0.0007658,              0.0007658
                    190,                0.84102,                0.55864,                 1.1972,                0.00047,                0.01156,                0.00024,                0.00012,                    nan,                    nan,                    nan,              0.0007592,              0.0007592,              0.0007592
                    191,                 0.8411,                0.58969,                 1.2127,                0.00094,                0.01156,                0.00035,                0.00013,                    nan,                    nan,                    nan,              0.0007526,              0.0007526,              0.0007526
                    192,                0.84108,                0.58535,                 1.2081,                0.00052,                0.00578,                0.00027,                0.00016,                    nan,                    nan,                    nan,               0.000746,               0.000746,               0.000746
                    193,                0.84111,                 0.5778,                 1.1936,                0.00065,                0.00578,                0.00028,                0.00015,                    nan,                    nan,                    nan,              0.0007394,              0.0007394,              0.0007394
                    194,                0.82161,                0.56782,                 1.1852,                0.00117,                0.01156,                0.00051,                0.00016,                    nan,                    nan,                    nan,              0.0007328,              0.0007328,              0.0007328
                    195,                0.83814,                0.58352,                 1.2068,                0.00084,                0.02312,                0.00044,                0.00012,                    nan,                    nan,                    nan,              0.0007262,              0.0007262,              0.0007262
                    196,                0.84722,                0.58678,                 1.2171,                0.00049,                0.01734,                0.00025,                 0.0001,                    nan,                    nan,                    nan,              0.0007196,              0.0007196,              0.0007196
                    197,                0.81758,                0.56231,                 1.1902,                0.00062,                0.01734,                0.00032,                0.00011,                    nan,                    nan,                    nan,               0.000713,               0.000713,               0.000713
                    198,                0.81477,                0.54526,                 1.1827,                0.00099,                0.01156,                0.00049,                0.00016,                    nan,                    nan,                    nan,              0.0007064,              0.0007064,              0.0007064
                    199,                 0.8266,                0.56565,                 1.2053,                0.00056,                0.01156,                0.00028,                  6e-05,                    nan,                    nan,                    nan,              0.0006998,              0.0006998,              0.0006998
                    200,                0.79619,                0.55997,                 1.1888,                0.00096,                0.02312,                0.00049,                0.00018,                    nan,                    nan,                    nan,              0.0006932,              0.0006932,              0.0006932
                    201,                0.82721,                0.58255,                 1.1974,                0.00081,                0.02312,                0.00042,                0.00016,                    nan,                    nan,                    nan,              0.0006866,              0.0006866,              0.0006866
                    202,                0.83744,                0.57034,                 1.1972,                0.00058,                0.01734,                0.00029,                0.00014,                    nan,                    nan,                    nan,                0.00068,                0.00068,                0.00068
                    203,                0.80115,                0.54438,                 1.1728,                0.00081,                0.02312,                0.00042,                0.00017,                    nan,                    nan,                    nan,              0.0006734,              0.0006734,              0.0006734
                    204,                0.80361,                0.55568,                 1.1893,                 0.0007,                0.01734,                0.00036,                 0.0002,                    nan,                    nan,                    nan,              0.0006668,              0.0006668,              0.0006668
                    205,                0.81864,                0.57004,                 1.1914,                0.00102,                0.01156,                0.00036,                0.00023,                    nan,                    nan,                    nan,              0.0006602,              0.0006602,              0.0006602
                    206,                0.79391,                0.54171,                  1.172,                 0.0012,                0.01156,                0.00039,                0.00022,                    nan,                    nan,                    nan,              0.0006536,              0.0006536,              0.0006536
                    207,                0.79046,                0.55114,                  1.162,                0.00078,                0.01734,                 0.0004,                0.00023,                    nan,                    nan,                    nan,               0.000647,               0.000647,               0.000647
                    208,                0.81009,                0.55817,                 1.1964,                0.00101,                0.02312,                0.00052,                0.00019,                    nan,                    nan,                    nan,              0.0006404,              0.0006404,              0.0006404
                    209,                0.79689,                0.55401,                  1.187,                0.00079,                0.01734,                 0.0004,                 0.0002,                    nan,                    nan,                    nan,              0.0006338,              0.0006338,              0.0006338
                    210,                0.80146,                0.55301,                 1.1621,                0.00101,                0.02312,                0.00052,                0.00018,                    nan,                    nan,                    nan,              0.0006272,              0.0006272,              0.0006272
                    211,                0.78385,                0.53642,                 1.1736,                0.00075,                0.01734,                0.00038,                0.00017,                    nan,                    nan,                    nan,              0.0006206,              0.0006206,              0.0006206
                    212,                 0.7816,                0.54808,                 1.1746,                0.00028,                0.00578,                0.00014,                  8e-05,                    nan,                    nan,                    nan,               0.000614,               0.000614,               0.000614
                    213,                0.79694,                   0.54,                 1.1705,                0.00094,                0.02312,                0.00048,                0.00016,                    nan,                    nan,                    nan,              0.0006074,              0.0006074,              0.0006074
                    214,                0.79134,                0.55104,                 1.1844,                0.00052,                0.01156,                0.00027,                0.00016,                    nan,                    nan,                    nan,              0.0006008,              0.0006008,              0.0006008
                    215,                0.77537,                0.53405,                   1.17,                0.00096,                0.01156,                0.00039,                0.00017,                    nan,                    nan,                    nan,              0.0005942,              0.0005942,              0.0005942
                    216,                0.79287,                 0.5509,                 1.1719,                0.00122,                0.01156,                0.00024,                0.00016,                    nan,                    nan,                    nan,              0.0005876,              0.0005876,              0.0005876
                    217,                0.79287,                0.54985,                 1.1806,                0.00111,                0.01156,                0.00027,                0.00017,                    nan,                    nan,                    nan,               0.000581,               0.000581,               0.000581
                    218,                0.77282,                0.53089,                 1.1608,                0.00055,                0.01156,                0.00028,                0.00014,                    nan,                    nan,                    nan,              0.0005744,              0.0005744,              0.0005744
                    219,                0.77913,                0.52984,                 1.1691,                0.00055,                0.01156,                0.00028,                0.00015,                    nan,                    nan,                    nan,              0.0005678,              0.0005678,              0.0005678
                    220,                 0.7861,                0.53902,                 1.1664,                0.00054,                0.00578,                0.00029,                0.00017,                    nan,                    nan,                    nan,              0.0005612,              0.0005612,              0.0005612
                    221,                0.76695,                0.52311,                 1.1646,                0.00076,                0.01734,                0.00039,                0.00016,                    nan,                    nan,                    nan,              0.0005546,              0.0005546,              0.0005546
                    222,                0.77487,                0.53214,                 1.1591,                0.00077,                0.01734,                0.00039,                0.00016,                    nan,                    nan,                    nan,               0.000548,               0.000548,               0.000548
                    223,                0.77768,                0.53317,                 1.1531,                0.00054,                0.01156,                0.00028,                0.00017,                    nan,                    nan,                    nan,              0.0005414,              0.0005414,              0.0005414
                    224,                0.76652,                0.53099,                 1.1581,                0.00057,                0.01156,                0.00029,                0.00016,                    nan,                    nan,                    nan,              0.0005348,              0.0005348,              0.0005348
                    225,                0.76761,                0.51116,                 1.1503,                0.00029,                0.00578,                0.00015,                  7e-05,                    nan,                    nan,                    nan,              0.0005282,              0.0005282,              0.0005282
                    226,                0.75368,                0.50838,                 1.1484,                0.00068,                0.01734,                0.00035,                0.00014,                    nan,                    nan,                    nan,              0.0005216,              0.0005216,              0.0005216
                    227,                0.77815,                   0.52,                 1.1771,                0.00061,                0.00578,                0.00028,                0.00017,                    nan,                    nan,                    nan,               0.000515,               0.000515,               0.000515
                    228,                 0.7593,                0.50222,                 1.1529,                0.00051,                0.01156,                0.00026,                0.00015,                    nan,                    nan,                    nan,              0.0005084,              0.0005084,              0.0005084
